 Year,Project, Company, Content_Type, Activity, Region, Program, Language,Amount
2010 - 2011,Saturnies (Les) – MN,Productions 10e Ave inc.,Rich Interactive Media,Development,Quebec,Quebec French Regional Development,French,772.00.
2018 - 2019,Ghost Dance,URBANIA MEDIA inc.,Rich Interactive Media,Development,Montreal,Canada-Luxembourg Co-Development and Co-Production Incentive,French,34.000.00
2017 - 2018,Monde selon toi (Le),Les Productions Shootfilms Inc.,Rich Interactive Media,Development,Montreal,Innovation,French,300.000.00
2011 - 2012,Revanche des jeux vidéos (La) – MN,Echo Media Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,400.00.
2011 - 2012,Plan B – MN,9258-0232 Québec Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.050.00
2011 - 2012,Tintin au Québec – MN,Echo Media Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,Colocs d’Iberville (Les) – MN,Lowik Média 2008 Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.000.00
2011 - 2012,Gaston Miron : un homme revenu d’en dehors du monde – MN,E2F Films Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Argent avec un grand $ – MN,9125-2767 Québec Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2011 - 2012,Discrètes (Les) – MN,URBANIA TV Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Phentex – MN,Les Productions Point de mire Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,quipe Chabot – MN,Encore Télévision Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.027.00
2011 - 2012,Question de confiance – MN,Orbi-XXI Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Paradoxe de la faim (Le) – MN,Lowik Média 2008 Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,15.047.00
2011 - 2012,Sagesse grise – Site Web,Blimp Télé Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.545.00
2011 - 2012,Chick’n Friends – MN,Encore Télévision Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Jeunes de choeur – MN,Trinôme inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Femmes flics sur le web,Production Stéphan Raymond,Rich Interactive Media,Development,Montreal,French Selective Development,French,800.00.
2011 - 2012,Enquêtes II – Web,Productions Hyperzoom Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,Police Académie – MN,Les Productions Flow Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Kafka et les Ouïghours – MN,Macumba Média Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Chute (La) – MN,9252-7068 Québec Inc. f/a/s Productions Pelletier Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Poupées gigognes (Les) – MN,Films de l'Oeil inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2011 - 2012,Adrénaline – MN,Attraction Images inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,DJ – MN,Périphéria Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2011 - 2012,Guy Lafleur – MN,Melenny Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2011 - 2012,cole à deux (L’) – MN,Productions InformAction Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Vies parallèles III – MN,Attraction Images inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,Arcand – MN,Productions Telimagin inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2011 - 2012,Histoires de zoo – MN,Zenith ABC Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2011 - 2012,Fleuve et son île (Le) – MN,Les Films Perception Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Fatale-Station – MN,Attraction Images inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.050.00
2011 - 2012,Mardis de Béatrice (Les) – MN,Attraction Images inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.050.00
2011 - 2012,Aidants naturels – Web,6566049 Canada inc. f/a/s Films Entourage,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2011 - 2012,Flop Sandwich – MN,Vivavision Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,Jamais sans nos enfants WEB,Productions Telimagin inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2011 - 2012,Adam et Ève – MN,Gestion Avanti Ciné Vidéo Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.250.00
2011 - 2012,P’tits bouts de tout (Les) – MN,Vivavision Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,Autopsies.com,Productions Pixcom Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2011 - 2012,Saison deux – MN,Productions Casablanca Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2011 - 2012,N2O – MN,Sphère Média Plus Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,200.00.
2011 - 2012,Petite histoire du ski (La) – MN,Quiet Motion Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,Who do you think you are? – MN,Zone3 INC.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2011 - 2012,Gang du[email protected](La) – WEB,Zone3 INC.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2011 - 2012,Choisir la terre – MN,E2F Films Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,6.000.00
2011 - 2012,Grandes causes – MN,Info Presse Productions Télé Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,4.800.00
2010 - 2011,Itinérant si proche (Un) – MN,Trinôme inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2010 - 2011,Brique à la fois (Une) – site web,Cinefort Media inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.050.00
2010 - 2011,Mia – MN,Sardine Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.250.00
2010 - 2011,Pour l’amour de l’orgue – MN,Groupe Initial Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2010 - 2011,Défricheurs du ciel (Les) – MN,Groupe Initial Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2010 - 2011,Règne de l’humour (Le) – MN,Vendôme Télévision Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2010 - 2011,Huissiers (Les) – MN,Melenny Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2010 - 2011,Hôpital.com (L’),Productions Pixcom Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.038.00
2010 - 2011,Demain des hommes – MN,Melenny Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.500.00
2010 - 2011,Plus grands que nature – MN,Orbi-XXI Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.000.00
2010 - 2011,California Dreamin’ (web),Productions Pimiento Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.062.00
2010 - 2011,Grands Défis (Les) – MN,Attraction Images inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2010 - 2011,F. – MN,Attraction Images inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.000.00
2010 - 2011,Algérie (Mon) – MN,Productions Telimagin inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,7.500.00
2010 - 2011,Sacré liberté – MN,Cité-Amérique Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.468.00
2010 - 2011,Tchutt !!! – MN,Les Productions Point de mire Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,Mes plus beaux malheurs – MN,Gestion Avanti Ciné Vidéo Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.960.00
2010 - 2011,Opération police – MN,Les Productions Sovimage Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.507.00
2010 - 2011,O – MN,Les Productions Sovimage Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,6.536.00
2010 - 2011,Unité 9 (L’) – MN,Aetios Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.560.00
2010 - 2011,Tu m’aimes-tu ? web,Zone3 INC.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2010 - 2011,M pour mensonge – MN,Les Productions Sovimage Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.100.00
2010 - 2011,Témoin.com,Productions Pixcom Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.625.00
2010 - 2011,Show business québécois: le Big Bang – MN,Les Productions Sovimage Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,4.404.00
2010 - 2011,Tournécume.com,Productions Pixcom Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2010 - 2011,Maroc – Israël – MN,Orbi-XXI Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,Nations unies du Nord (Les) – MN,Orbi-XXI Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,4.000.00
2010 - 2011,Meeting (Le) – MN,Productions Marie Brissette Inc. FUSIONNÉE DANS #154697 Prod KOTV,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.000.00
2010 - 2011,Méchante radio – MN,Productions Marie Brissette Inc. FUSIONNÉE DANS #154697 Prod KOTV,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2010 - 2011,Gens ordinaires (Des) – le site web,Lyla Films Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.750.00
2010 - 2011,JJ’s (Les) – MN,CarpeDiem Film & TV Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.903.00
2010 - 2011,Musée Eden II – MN,Les Productions Sovimage Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.400.00
2010 - 2011,Musée Eden II – MN,Les Productions Sovimage Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.200.00
2010 - 2011,Mauvais karma II – MN,Sphère Média 2002 Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2010 - 2011,Québécoisie le site,Les Productions Isca Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,Menace masquée (La) – MN,Cinémaginaire Télévision Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.540.00
2010 - 2011,Capitaine Static – MN,Divertissement Subséquence Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2010 - 2011,Vieil âge et le rire (Le) – MN,Films Outsiders Inc. (Les),Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,Infirmières (Des) – MN,Amazone Film Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,Galet déconcertant (Le) – MN,Orbi-XXI Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,4.000.00
2010 - 2011,Années RBO (Les) – MN,Bye Bye RBO Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,39.991.00
2010 - 2011,Haïti en rêves – MN,Lowik Média 2008 Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,changistes (Les) – MN,Productions Casablanca Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,2.500.00
2010 - 2011,Pêcher avec un grand P – MN,Juste pour rire TV inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.000.00
2010 - 2011,MaBlonde.tv,Productions Casablanca Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,4.500.00
2010 - 2011,Mirador II – MN,Productions Mirador inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.750.00
2010 - 2011,Raôul Duguay sur le Web,Aviva Communications Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,Enfants-Coqs.com,Aviva Communications Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.119.00
2010 - 2011,Longueur de l’alphabet (La) – MN,Compass Productions Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.750.00
2010 - 2011,Boîte (La) – MN,Gestion Avanti Ciné Vidéo Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.960.00
2010 - 2011,CHUV (Le) – MN,9019-8144 Québec Inc. (d/b/a Cinemaria),Rich Interactive Media,Development,Montreal,French Selective Development,French,17.723.00
2010 - 2011,Tricotées serrées – Le scrapbook,Microscope Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.000.00
2010 - 2011,Là est la Question – MN,Les Productions La Fête Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,15.000.00
2010 - 2011,Trafic – MN,Attraction Images inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.900.00
2010 - 2011,Tout sur moi – MN,Cirrus Communications Inc. - compagnie fusionnée,Rich Interactive Media,Development,Montreal,French Selective Development,French,1.215.00
2010 - 2011,Femme décidée (Une) – MN,Productions InformAction Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.204.00
2010 - 2011,Voyages au bout de la nuit – MN,Productions InformAction Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,5.500.00
2010 - 2011,Pinel : une histoire de fous – MN,Productions InformAction Inc.,Rich Interactive Media,Development,Montreal,French Selective Development,French,3.234.00
